"productid","transdate","customerid","age","residence","prodclass","amount","asset","salesprice","prodclass2"
"4710088410139","2000-11-02 00:00:00",2036014,"F ","E ",110401,2,86,78,110401
"4710088410139","2000-11-02 00:00:00",2058887,"B ","C ",110401,2,86,78,110401
"4710088410139","2000-11-02 00:00:00",2085579,"E ","F ",110401,1,43,39,110401
"4710088410139","2000-11-02 00:00:00",2112589,"I ","E ",110401,3,129,117,110401
"4710088410139","2000-11-02 00:00:00",2112596,"D ","E ",110401,3,129,117,110401
"4710088410139","2000-11-02 00:00:00",2117256,"I ","E ",110401,5,215,195,110401
"4710088410139","2000-11-02 00:00:00",2132532,"B ","E ",110401,1,43,39,110401
"4710088410139","2000-11-02 00:00:00",2133638,"B ","F ",110401,1,43,39,110401
"4710088410139","2000-11-02 00:00:00",2136479,"D ","G ",110401,1,43,39,110401
"4710088410139","2000-11-02 00:00:00",2141091,"C ","F ",110401,1,43,39,110401
"4710088410139","2000-11-02 00:00:00",2151137,"D ","F ",110401,2,86,78,110401
"4710088410139","2000-11-02 00:00:00",2153469,"G ","E ",110401,2,86,78,110401
"4710088410139","2000-11-02 00:00:00",2155210,"A ","F ",110401,2,86,78,110401
"4710088410139","2000-11-02 00:00:00",2155319,"D ","F ",110401,1,43,39,110401
"4710088410139","2000-11-02 00:00:00",2155364,"C ","A ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",20459,"E ","D ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",25683,"E ","F ",110401,12,516,531,110401
"4710088410139","2000-11-03 00:00:00",42208,"D ","F ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",48590,"G ","F ",110401,3,129,117,110401
"4710088410139","2000-11-03 00:00:00",59138,"C ","G ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",107426,"G ","F ",110401,2,86,78,110401
"4710088410139","2000-11-03 00:00:00",206679,"E ","C ",110401,2,86,78,110401
"4710088410139","2000-11-03 00:00:00",221023,"C ","G ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",233262,"H ","E ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",426374,"C ","E ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",463157,"F ","H ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",478304,"G ","F ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",494090,"I ","E ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",500944,"D ","B ",110401,2,86,78,110401
"4710088410139","2000-11-03 00:00:00",504256,"E ","E ",110401,2,86,78,110401
"4710088410139","2000-11-03 00:00:00",520928,"E ","E ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",526968,"I ","E ",110401,6,258,234,110401
"4710088410139","2000-11-03 00:00:00",595155,"F ","E ",110401,2,86,78,110401
"4710088410139","2000-11-03 00:00:00",667531,"I ","F ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",699570,"D ","F ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",740210,"G ","E ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",765978,"D ","F ",110401,2,86,78,110401
"4710088410139","2000-11-03 00:00:00",780506,"F ","E ",110401,2,86,78,110401
"4710088410139","2000-11-03 00:00:00",799874,"G ","E ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",820837,"F ","E ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",897365,"E ","E ",110401,2,86,78,110401
"4710088410139","2000-11-03 00:00:00",911863,"G ","C ",110401,2,86,78,110401
"4710088410139","2000-11-03 00:00:00",937542,"E ","C ",110401,6,258,234,110401
"4710088410139","2000-11-03 00:00:00",942393,"H ","E ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",950527,"F ","F ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",984485,"D ","E ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",1004694,"D ","G ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",1051483,"D ","E ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",1214918,"D ","C ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",1266580,"C ","F ",110401,3,129,117,110401
"4710088410139","2000-11-03 00:00:00",1298871,"E ","E ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",1299717,"B ","E ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",1338713,"C ","E ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",1354164,"C ","C ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",1418897,"D ","G ",110401,6,258,234,110401
"4710088410139","2000-11-03 00:00:00",1427912,"E ","E ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",1528152,"C ","A ",110401,4,172,156,110401
"4710088410139","2000-11-03 00:00:00",1573930,"A ","F ",110401,2,86,78,110401
"4710088410139","2000-11-03 00:00:00",1616965,"E ","E ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",1671636,"J ","D ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",1673098,"C ","F ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",1686531,"B ","H ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",1687187,"F ","E ",110401,2,86,78,110401
"4710088410139","2000-11-03 00:00:00",1689983,"B ","F ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",1747560,"E ","E ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",1751604,"G ","E ",110401,2,86,78,110401
"4710088410139","2000-11-03 00:00:00",1767643,"J ","G ",110401,6,258,234,110401
"4710088410139","2000-11-03 00:00:00",1815900,"E ","F ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",1827958,"D ","F ",110401,2,86,78,110401
"4710088410139","2000-11-03 00:00:00",1846416,"K ","H ",110401,3,129,117,110401
"4710088410139","2000-11-03 00:00:00",1846669,"K ","H ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",1846812,"K ","H ",110401,2,86,78,110401
"4710088410139","2000-11-03 00:00:00",1847987,"D ","E ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",1873399,"D ","G ",110401,2,86,78,110401
"4710088410139","2000-11-03 00:00:00",1876567,"D ","F ",110401,3,129,117,110401
"4710088410139","2000-11-03 00:00:00",1886207,"C ","F ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",1887051,"A ","H ",110401,2,86,78,110401
"4710088410139","2000-11-03 00:00:00",1903195,"D ","F ",110401,3,129,117,110401
"4710088410139","2000-11-03 00:00:00",1904222,"E ","E ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",1905106,"E ","F ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",1954029,"D ","E ",110401,3,129,117,110401
"4710088410139","2000-11-03 00:00:00",1955972,"G ","F ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",1968927,"D ","F ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",1986693,"D ","E ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",1989151,"J ","F ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",1998795,"E ","F ",110401,2,86,78,110401
"4710088410139","2000-11-03 00:00:00",2026831,"D ","G ",110401,6,258,234,110401
"4710088410139","2000-11-03 00:00:00",2052731,"C ","E ",110401,2,86,78,110401
"4710088410139","2000-11-03 00:00:00",2056777,"C ","G ",110401,1,43,39,110401
"4710088410139","2000-11-03 00:00:00",2068770,"E ","F ",110401,6,258,234,110401
"4710088410139","2000-11-03 00:00:00",2109190,"C ","E ",110401,2,86,78,110401
"4710088410139","2000-11-03 00:00:00",2112244,"C ","E ",110401,2,86,78,110401
"4710088410139","2000-11-03 00:00:00",2152462,"D ","E ",110401,6,258,234,110401
"4710088410139","2000-11-04 00:00:00",71093,"C ","E ",110401,1,43,54,110401
"4710088410139","2000-11-04 00:00:00",219440,"D ","F ",110401,1,43,54,110401
"4710088410139","2000-11-04 00:00:00",652087,"H ","E ",110401,1,43,54,110401
"4710088410139","2000-11-04 00:00:00",845038,"G ","E ",110401,2,86,108,110401
"4710088410139","2000-11-04 00:00:00",944540,"E ","F ",110401,1,43,54,110401
"4710088410139","2000-11-04 00:00:00",965675,"G ","E ",110401,1,43,54,110401
"4710088410139","2000-11-04 00:00:00",993715,"D ","E ",110401,2,86,103,110401
"4710088410139","2000-11-04 00:00:00",996426,"G ","E ",110401,1,43,51,110401
"4710088410139","2000-11-04 00:00:00",1037623,"D ","E ",110401,1,43,51,110401
"4710088410139","2000-11-04 00:00:00",1155266,"E ","E ",110401,1,43,54,110401
"4710088410139","2000-11-04 00:00:00",1276091,"D ","F ",110401,1,43,54,110401
"4710088410139","2000-11-04 00:00:00",1337631,"D ","C ",110401,2,86,103,110401
"4710088410139","2000-11-04 00:00:00",1594164,"C ","G ",110401,1,43,54,110401
"4710088410139","2000-11-04 00:00:00",1644197,"D ","F ",110401,1,43,54,110401
"4710088410139","2000-11-04 00:00:00",1670899,"F ","F ",110401,1,43,54,110401
"4710088410139","2000-11-04 00:00:00",1699715,"F ","E ",110401,1,43,54,110401
"4710088410139","2000-11-04 00:00:00",1819212,"C ","F ",110401,1,43,54,110401
"4710088410139","2000-11-04 00:00:00",1848045,"J ","H ",110401,1,43,51,110401
"4710088410139","2000-11-04 00:00:00",1856989,"C ","E ",110401,1,43,54,110401
"4710088410139","2000-11-04 00:00:00",1894493,"C ","E ",110401,1,43,51,110401
"4710088410139","2000-11-04 00:00:00",1959369,"A ","F ",110401,1,43,54,110401
"4710088410139","2000-11-04 00:00:00",2003542,"C ","F ",110401,1,43,54,110401
"4710088410139","2000-11-04 00:00:00",2073491,"E ","E ",110401,1,43,54,110401
"4710088410139","2000-11-05 00:00:00",32100,"G ","E ",110401,1,43,54,110401
"4710088410139","2000-11-05 00:00:00",139847,"D ","E ",110401,1,43,54,110401
"4710088410139","2000-11-05 00:00:00",153362,"F ","F ",110401,1,43,54,110401
"4710088410139","2000-11-05 00:00:00",201629,"C ","F ",110401,1,43,54,110401
"4710088410139","2000-11-05 00:00:00",268653,"D ","E ",110401,1,43,54,110401
"4710088410139","2000-11-05 00:00:00",322775,"B ","E ",110401,1,43,54,110401
"4710088410139","2000-11-05 00:00:00",502139,"G ","E ",110401,1,43,54,110401
"4710088410139","2000-11-05 00:00:00",691482,"B ","E ",110401,1,43,54,110401
"4710088410139","2000-11-05 00:00:00",821414,"D ","H ",110401,1,43,54,110401
"4710088410139","2000-11-05 00:00:00",910057,"I ","E ",110401,1,43,54,110401
"4710088410139","2000-11-05 00:00:00",933629,"K ","H ",110401,1,43,54,110401
"4710088410139","2000-11-05 00:00:00",944250,"D ","G ",110401,1,43,51,110401
"4710088410139","2000-11-05 00:00:00",1108002,"F ","E ",110401,1,43,54,110401
"4710088410139","2000-11-05 00:00:00",1156362,"C ","E ",110401,1,43,54,110401
"4710088410139","2000-11-05 00:00:00",1156843,"F ","F ",110401,3,129,162,110401
"4710088410139","2000-11-05 00:00:00",1161212,"E ","C ",110401,2,86,108,110401
"4710088410139","2000-11-05 00:00:00",1263381,"D ","F ",110401,1,43,54,110401
"4710088410139","2000-11-05 00:00:00",1292084,"C ","A ",110401,2,86,108,110401
"4710088410139","2000-11-05 00:00:00",1459821,"H ","E ",110401,1,43,54,110401
"4710088410139","2000-11-05 00:00:00",1521214,"C ","F ",110401,1,43,54,110401
"4710088410139","2000-11-05 00:00:00",1537598,"F ","E ",110401,1,43,54,110401
"4710088410139","2000-11-05 00:00:00",1637083,"D ","E ",110401,1,43,54,110401
"4710088410139","2000-11-05 00:00:00",1707014,"C ","F ",110401,1,43,54,110401
"4710088410139","2000-11-05 00:00:00",1712711,"C ","D ",110401,2,86,108,110401
"4710088410139","2000-11-05 00:00:00",1807295,"C ","A ",110401,1,43,54,110401
"4710088410139","2000-11-05 00:00:00",1843279,"E ","F ",110401,1,43,54,110401
"4710088410139","2000-11-05 00:00:00",1912012,"B ","G ",110401,1,43,54,110401
"4710088410139","2000-11-05 00:00:00",2009797,"E ","C ",110401,1,43,54,110401
"4710088410139","2000-11-05 00:00:00",2014456,"B ","F ",110401,2,86,108,110401
"4710088410139","2000-11-05 00:00:00",2095929,"C ","D ",110401,1,43,54,110401
"4710088410139","2000-11-05 00:00:00",2133867,"J ","E ",110401,1,43,54,110401
"4710088410139","2000-11-05 00:00:00",2155784,"D ","E ",110401,2,86,108,110401
"4710088410139","2000-11-05 00:00:00",2156064,"B ","G ",110401,1,43,54,110401
"4710088410139","2000-11-06 00:00:00",515320,"D ","E ",110401,1,43,54,110401
"4710088410139","2000-11-06 00:00:00",1152463,"H ","F ",110401,1,43,51,110401
"4710088410139","2000-11-06 00:00:00",1403992,"D ","F ",110401,1,43,54,110401
"4710088410139","2000-11-06 00:00:00",1557404,"F ","E ",110401,2,86,108,110401
"4710088410139","2000-11-06 00:00:00",1560022,"C ","G ",110401,1,43,54,110401
"4710088410139","2000-11-06 00:00:00",1677249,"B ","D ",110401,1,43,54,110401
"4710088410139","2000-11-06 00:00:00",1681352,"D ","E ",110401,1,43,54,110401
"4710088410139","2000-11-06 00:00:00",1742596,"D ","E ",110401,1,43,54,110401
"4710088410139","2000-11-06 00:00:00",1809756,"J ","H ",110401,1,43,54,110401
"4710088410139","2000-11-06 00:00:00",1842982,"B ","E ",110401,1,43,54,110401
"4710088410139","2000-11-06 00:00:00",1845747,"K ","H ",110401,3,129,153,110401
"4710088410139","2000-11-06 00:00:00",1846669,"K ","H ",110401,1,43,52,110401
"4710088410139","2000-11-06 00:00:00",1924763,"C ","E ",110401,1,43,54,110401
"4710088410139","2000-11-06 00:00:00",1973259,"D ","F ",110401,1,43,54,110401
"4710088410139","2000-11-06 00:00:00",2123608,"B ","E ",110401,1,43,54,110401
"4710088410139","2000-11-06 00:00:00",2135694,"C ","E ",110401,1,43,54,110401
"4710088410139","2000-11-06 00:00:00",2151618,"G ","F ",110401,1,43,54,110401
"4710088410139","2000-11-07 00:00:00",689427,"C ","E ",110401,1,43,54,110401
"4710088410139","2000-11-07 00:00:00",871099,"B ","F ",110401,1,43,54,110401
"4710088410139","2000-11-07 00:00:00",921930,"F ","E ",110401,1,43,54,110401
"4710088410139","2000-11-07 00:00:00",1640038,"D ","E ",110401,2,86,108,110401
"4710088410139","2000-11-07 00:00:00",1867268,"D ","F ",110401,1,43,51,110401
"4710088410139","2000-11-07 00:00:00",1928716,"F ","F ",110401,1,43,54,110401
"4710088410139","2000-11-07 00:00:00",1950410,"F ","E ",110401,1,43,51,110401
"4710088410139","2000-11-07 00:00:00",1952803,"C ","F ",110401,1,43,54,110401
"4710088410139","2000-11-07 00:00:00",1988161,"D ","H ",110401,1,43,54,110401
"4710088410139","2000-11-08 00:00:00",1634228,"D ","E ",110401,1,43,54,110401
"4710088410139","2000-11-08 00:00:00",1727586,"D ","F ",110401,1,43,54,110401
"4710088410139","2000-11-08 00:00:00",1848359,"K ","H ",110401,2,86,103,110401
"4710088410139","2000-11-08 00:00:00",2058764,"C ","G ",110401,1,43,54,110401
"4710088410139","2000-11-09 00:00:00",39642,"F ","E ",110401,2,86,108,110401
"4710088410139","2000-11-09 00:00:00",267854,"E ","E ",110401,1,43,54,110401
"4710088410139","2000-11-09 00:00:00",1109887,"B ","F ",110401,1,43,54,110401
"4710088410139","2000-11-09 00:00:00",1207811,"D ","C ",110401,1,43,54,110401
"4710088410139","2000-11-09 00:00:00",1597813,"F ","F ",110401,1,43,54,110401
"4710088410139","2000-11-09 00:00:00",1616828,"C ","F ",110401,2,86,108,110401
"4710088410139","2000-11-09 00:00:00",1712919,"C ","H ",110401,1,43,51,110401
"4710088410139","2000-11-09 00:00:00",1846379,"K ","H ",110401,1,43,51,110401
"4710088410139","2000-11-09 00:00:00",1900835,"D ","E ",110401,1,43,54,110401
"4710088410139","2000-11-09 00:00:00",1908138,"A ","F ",110401,1,43,54,110401
"4710088410139","2000-11-09 00:00:00",1998160,"I ","F ",110401,1,43,54,110401
"4710088410139","2000-11-09 00:00:00",2020006,"A ","E ",110401,1,43,54,110401
"4710088410139","2000-11-09 00:00:00",2067995,"A ","F ",110401,1,43,54,110401
"4710088410139","2000-11-10 00:00:00",943284,"D ","E ",110401,1,43,54,110401
"4710088410139","2000-11-10 00:00:00",1499889,"E ","D ",110401,1,43,54,110401
"4710088410139","2000-11-10 00:00:00",1947168,"J ","F ",110401,2,86,97,110401
"4710088410139","2000-11-10 00:00:00",1969993,"G ","C ",110401,1,43,54,110401
"4710088410139","2000-11-10 00:00:00",1988574,"C ","E ",110401,1,43,54,110401
"4710088410139","2000-11-11 00:00:00",413572,"D ","E ",110401,1,43,54,110401
"4710088410139","2000-11-11 00:00:00",502542,"F ","F ",110401,1,43,49,110401
"4710088410139","2000-11-11 00:00:00",617666,"J ","E ",110401,1,43,54,110401
"4710088410139","2000-11-11 00:00:00",831987,"C ","E ",110401,1,43,54,110401
"4710088410139","2000-11-11 00:00:00",1575798,"D ","G ",110401,1,43,54,110401
"4710088410139","2000-11-11 00:00:00",1977165,"B ","F ",110401,1,43,49,110401
"4710088410139","2000-11-11 00:00:00",2032955,"C ","E ",110401,1,43,54,110401
"4710088410139","2000-11-11 00:00:00",2082745,"J ","E ",110401,1,43,54,110401
"4710088410139","2000-11-12 00:00:00",70232,"D ","E ",110401,1,43,54,110401
"4710088410139","2000-11-18 00:00:00",180474,"F ","B ",110401,1,43,48,110401
"4710088410139","2000-11-18 00:00:00",423304,"D ","E ",110401,2,86,102,110401
"4710088410139","2000-11-18 00:00:00",575911,"B ","E ",110401,1,43,51,110401
"4710088410139","2000-11-18 00:00:00",1172591,"E ","F ",110401,4,172,185,110401
"4710088410139","2000-11-18 00:00:00",1500523,"E ","F ",110401,1,43,46,110401
"4710088410139","2000-11-18 00:00:00",1670127,"D ","E ",110401,1,43,51,110401
"4710088410139","2000-11-18 00:00:00",1934137,"A ","E ",110401,1,43,48,110401
"4710088410139","2000-11-18 00:00:00",2088372,"E ","F ",110401,1,43,46,110401
"4710088410139","2000-11-19 00:00:00",133821,"C ","F ",110401,1,43,46,110401
"4710088410139","2000-11-19 00:00:00",452960,"F ","E ",110401,1,43,51,110401
"4710088410139","2000-11-19 00:00:00",582421,"D ","E ",110401,1,43,51,110401
"4710088410139","2000-11-19 00:00:00",834339,"D ","H ",110401,1,43,51,110401
"4710088410139","2000-11-19 00:00:00",842716,"B ","E ",110401,1,43,51,110401
"4710088410139","2000-11-19 00:00:00",865166,"E ","E ",110401,1,43,51,110401
"4710088410139","2000-11-19 00:00:00",982771,"D ","F ",110401,1,43,46,110401
"4710088410139","2000-11-19 00:00:00",1140989,"E ","E ",110401,1,43,51,110401
"4710088410139","2000-11-19 00:00:00",1193787,"C ","F ",110401,1,43,46,110401
"4710088410139","2000-11-19 00:00:00",1224436,"C ","E ",110401,1,43,51,110401
"4710088410139","2000-11-19 00:00:00",1437041,"D ","F ",110401,1,43,46,110401
"4710088410139","2000-11-19 00:00:00",1465761,"C ","E ",110401,1,43,51,110401
"4710088410139","2000-11-19 00:00:00",1482935,"D ","H ",110401,1,43,46,110401
